,asin,meta,Title,Author
113,0060820578,"{'ISBN-13': '9780060820572', 'Title': 'In Deep Voodoo', 'Authors': ['Stephanie Bond'], 'Publisher': 'Avon Books', 'Year': '2005', 'Language': 'eng'}",In Deep Voodoo,Stephanie Bond
114,0060837551,"{'ISBN-13': '9780060837556', 'Title': 'The Thorn Birds', 'Authors': ['Colleen McCullough'], 'Publisher': 'Avon Books', 'Year': '2005', 'Language': 'eng'}",The Thorn Birds,Colleen McCullough
115,0060838582,"{'ISBN-13': '9780060838584', 'Title': 'Fast Food Nation: The Dark Side Of The All-American Meal', 'Authors': ['Eric Schlosser'], 'Publisher': 'Harper Perennial', 'Year': '2001', 'Language': 'eng'}",Fast Food Nation: The Dark Side Of The All-American Meal,Eric Schlosser
116,0060838728,"{'ISBN-13': '9780060838720', 'Title': 'READS-TO-GO [Bookclub Kit For Bel Canto]', 'Authors': ['Ann Patchett'], 'Publisher': 'NHLA READS-TO-GO', 'Year': '2007', 'Language': 'eng'}",READS-TO-GO [Bookclub Kit For Bel Canto],Ann Patchett
117,0060850523,"{'ISBN-13': '9780060850524', 'Title': 'Brave New World', 'Authors': ['Aldous Huxley'], 'Publisher': 'HarperPerennial', 'Year': '2006', 'Language': 'eng'}",Brave New World,Aldous Huxley
118,0060852550,"{'ISBN-13': '9780060852559', 'Title': 'Animal, Vegetable, Miracle: A Year Of Food Life', 'Authors': ['Barbara Kingsolver, with Steven L. Hopp and Camille Kingsolver', 'original drawings by Richard A. Houser'], 'Publisher': 'HarperCollins Publishers', 'Year': '2007', 'Language': 'eng'}","Animal, Vegetable, Miracle: A Year Of Food Life","Barbara Kingsolver, with Steven L. Hopp and Camille Kingsolver"
119,0060852577,"{'ISBN-13': '9780060852573', 'Title': 'The Lacuna: A Novel', 'Authors': ['Barbara Kingsolver'], 'Publisher': 'Harper', 'Year': '2009', 'Language': 'eng'}",The Lacuna: A Novel,Barbara Kingsolver
120,0060853972,"{'ISBN-13': '9780060853976', 'Title': 'Good Omens: The Nice And Accurate Prophecies Of Agnes Nutter, Witch', 'Authors': ['Terry Pratchett & Neil Gaiman'], 'Publisher': 'Harpercollins', 'Year': '2007', 'Language': 'eng'}","Good Omens: The Nice And Accurate Prophecies Of Agnes Nutter, Witch",Terry Pratchett & Neil Gaiman
121,0060855924,"{'ISBN-13': '9780060855925', 'Title': 'The Color Of Magic A Discworld Novel', 'Authors': ['Terry Pratchett'], 'Publisher': 'Harper', 'Year': '2005', 'Language': 'eng'}",The Color Of Magic A Discworld Novel,Terry Pratchett
122,006085880X,"{'ISBN-13': '9780060858803', 'Title': 'The Pact: A Love Story', 'Authors': ['Jodi Picoult'], 'Publisher': 'HarperCollins Publishers', 'Year': '2006', 'Language': 'eng'}",The Pact: A Love Story,Jodi Picoult
123,0060872985,"{'ISBN-13': '9780060872984', 'Title': 'Next: roman', 'Authors': ['Michael Crichton', ""traduit de l'américain par Patrick Berthon""], 'Publisher': 'Robert Laffont', 'Year': '2007', 'Language': 'fre'}",Next: roman,Michael Crichton
124,0060873027,"{'ISBN-13': '9780060873028', 'Title': 'Micro: A Novel', 'Authors': ['Michael Crichton and Richard Preston'], 'Publisher': 'Harper', 'Year': '2011', 'Language': 'eng'}",Micro: A Novel,Michael Crichton and Richard Preston
125,0060878061,"{'ISBN-13': '9780060878061', 'Title': 'Keeping Faith: A Novel', 'Authors': ['Jodi Picoult'], 'Publisher': 'HarperPerennial', 'Year': '2006', 'Language': 'eng'}",Keeping Faith: A Novel,Jodi Picoult
126,0060885599,"{'ISBN-13': '9780060885595', 'Title': ""Billy Lynn's Long Halftime Walk"", 'Authors': ['Ben Fountain'], 'Publisher': 'Ecco', 'Year': '2012', 'Language': 'eng'}",Billy Lynn's Long Halftime Walk,Ben Fountain
127,0060889578,"{'ISBN-13': '9780060889579', 'Title': 'Superfreakonomics: Global Cooling, Patriotic Prostitutes, And Why Suicide Bombers Should Buy Life Insurance', 'Authors': ['Steven D. Levitt & Stephen J. Dubner'], 'Publisher': 'William Morrow', 'Year': '2009', 'Language': 'eng'}","Superfreakonomics: Global Cooling, Patriotic Prostitutes, And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt & Stephen J. Dubner
128,0060890096,"{'ISBN-13': '9780060890094', 'Title': 'Catch-22', 'Authors': ['Joseph Heller'], 'Publisher': 'HarperCollinsPublishers', 'Year': '2007', 'Language': 'eng'}",Catch-22,Joseph Heller
129,0060892994,"{'ISBN-13': '9780060892999', 'Title': 'A Canticle For Leibowitz', 'Authors': ['Walter M. Miller, Jr', 'with a new introduction by Mary Doria Russell'], 'Publisher': 'Eos', 'Year': '2006', 'Language': 'eng'}",A Canticle For Leibowitz,"Walter M. Miller, Jr"
130,0060899220,"{'ISBN-13': '9780060899226', 'Title': 'READS-TO-GO [Bookclub Kit For Kitchen Confidential: Adventures In The Culinary Underbelly]', 'Authors': ['Anthony Bourdain'], 'Publisher': 'NHLA READS-TO-GO', 'Year': '2007', 'Language': 'eng'}",READS-TO-GO [Bookclub Kit For Kitchen Confidential: Adventures In The Culinary Underbelly],Anthony Bourdain
131,006092988X,"{'ISBN-13': '9780060929886', 'Title': 'A Tree Grows In Brooklyn [A Gab Bag For Book Discussion Groups]', 'Authors': ['Betty Smith'], 'Publisher': 'Perennial Classics', 'Year': '1998', 'Language': 'eng'}",A Tree Grows In Brooklyn [A Gab Bag For Book Discussion Groups],Betty Smith
132,0060931418,"{'ISBN-13': '9780060931414', 'Title': 'Their Eyes Were Watching God', 'Authors': ['Zora Neale Hurston'], 'Publisher': 'Perennial Library', 'Year': '1990', 'Language': 'eng'}",Their Eyes Were Watching God,Zora Neale Hurston
133,0060936223,"{'ISBN-13': '9780060936228', 'Title': 'Just Kids', 'Authors': ['Patti Smith'], 'Publisher': 'Ecco', 'Year': '2010', 'Language': 'eng'}",Just Kids,Patti Smith
134,0060936428,"{'ISBN-13': '9780060936426', 'Title': 'The Forgotten Man: A New History Of The Great Depression', 'Authors': ['Amity Shlaes'], 'Publisher': 'Harper Perennial', 'Year': '2008', 'Language': 'eng'}",The Forgotten Man: A New History Of The Great Depression,Amity Shlaes
135,0060957913,"{'ISBN-13': '9780060957919', 'Title': 'The Master Of Disguise: My Secret Life In The CIA', 'Authors': ['Antonio J. Mendez'], 'Publisher': 'HarperCollins', 'Year': '2000', 'Language': 'eng'}",The Master Of Disguise: My Secret Life In The CIA,Antonio J. Mendez
136,0060959037,"{'ISBN-13': '9780060959036', 'Title': 'Prodigal Summer: A Novel', 'Authors': ['Barbara Kingsolver'], 'Publisher': 'HarperCollins Publishers', 'Year': '2001', 'Language': 'eng'}",Prodigal Summer: A Novel,Barbara Kingsolver
137,0060975768,"{'ISBN-13': '9780060975760', 'Title': 'We Were Soldiers Once -And Young: Ia Drang, The Battle That Changed The War In Vietnam', 'Authors': ['Harold G. Moore and Joseph L. Galloway'], 'Publisher': 'HarperPerennial', 'Year': '1993', 'Language': 'eng'}","We Were Soldiers Once -And Young: Ia Drang, The Battle That Changed The War In Vietnam",Harold G. Moore and Joseph L. Galloway
138,0060977493,"{'ISBN-13': '9780060977498', 'Title': 'The God Of Small Things: [A Novel]', 'Authors': ['Arundhati Roy'], 'Publisher': 'HarperPerennial', 'Year': '1998', 'Language': 'eng'}",The God Of Small Things: [A Novel],Arundhati Roy
139,0060987103,"{'ISBN-13': '9780060987107', 'Title': 'Wicked The Life And Times Of The Wicked Witch Of The West: A Novel', 'Authors': ['Gregory Maguire', 'illustrations by Douglas Smith'], 'Publisher': 'ReganBooks', 'Year': '1996', 'Language': 'eng'}",Wicked The Life And Times Of The Wicked Witch Of The West: A Novel,Gregory Maguire
140,0061007129,"{'ISBN-13': '9780061007125', 'Title': 'Kane & Abel', 'Authors': ['Jeffrey Archer'], 'Publisher': 'HarperPaperbacks', 'Year': '1993', 'Language': 'eng'}",Kane & Abel,Jeffrey Archer
141,0061009059,"{'ISBN-13': '9780061009051', 'Title': 'One For The Money', 'Authors': ['Janet Evanovich'], 'Publisher': 'Harper Paperbacks', 'Year': '1995', 'Language': 'eng'}",One For The Money,Janet Evanovich
142,006101351X,"{'ISBN-13': '9780061013515', 'Title': 'The Perfect Storm: A True Story Of Men Against The Sea', 'Authors': ['by Sebastian Junger'], 'Publisher': 'HarperCollins', 'Year': '1997', 'Language': 'eng'}",The Perfect Storm: A True Story Of Men Against The Sea,by Sebastian Junger
143,0061015725,"{'ISBN-13': '9780061015724', 'Title': 'Prey', 'Authors': ['Michael Crichton'], 'Publisher': 'Avon Books', 'Year': '2003', 'Language': 'eng'}",Prey,Michael Crichton
144,0061015733,"{'ISBN-13': '9780061015731', 'Title': 'State Of Fear: A Novel', 'Authors': ['Michael Crichton'], 'Publisher': 'HarperCollins : Avon Books', 'Year': '2004', 'Language': 'eng'}",State Of Fear: A Novel,Michael Crichton
145,0061031127,"{'ISBN-13': '9780061031120', 'Title': 'The Bronze Horseman', 'Authors': ['Paullina Simons'], 'Publisher': 'HarperTorch', 'Year': '2002', 'Language': 'eng'}",The Bronze Horseman,Paullina Simons
146,0061097314,"{'ISBN-13': '9780061097317', 'Title': 'The Bean Trees: A Novel', 'Authors': ['by Barbara Kingsolver'], 'Publisher': 'HarperPaperbacks', 'Year': '1998', 'Language': 'eng'}",The Bean Trees: A Novel,by Barbara Kingsolver
147,0061122416,"{'ISBN-13': '9780061122415', 'Title': 'The Alchemist', 'Authors': ['Paulo Coelho', 'translated by Alan R. Clarke'], 'Publisher': 'HarperSanFrancisco', 'Year': '1998', 'Language': 'eng'}",The Alchemist,Paulo Coelho
148,006112429X,"{'ISBN-13': '9780061124297', 'Title': 'We Need To Talk About Kevin', 'Authors': ['Lionel Shriver'], 'Publisher': 'Harper Perennial', 'Year': '2003', 'Language': 'eng'}",We Need To Talk About Kevin,Lionel Shriver
149,0061128856,"{'ISBN-13': '9780061128851', 'Title': 'What The Dead Know', 'Authors': ['Laura Lippman'], 'Publisher': 'William Morrow', 'Year': '2007', 'Language': 'eng'}",What The Dead Know,Laura Lippman
150,0061133973,"{'ISBN-13': '9780061133978', 'Title': ""The Devil's Star"", 'Authors': ['Jo Nesbø', 'translated from the Norwegian by Don Bartlett'], 'Publisher': 'Harper', 'Year': '2010', 'Language': 'eng'}",The Devil's Star,Jo Nesbø
151,0061134007,"{'ISBN-13': '9780061134005', 'Title': 'The Redbreast', 'Authors': ['Jo Nesbø', 'translated from the Norwegian by Don Bartlett'], 'Publisher': 'HarperCollins', 'Year': '2009', 'Language': 'eng'}",The Redbreast,Jo Nesbø
152,0061135879,"{'ISBN-13': '9780061135873', 'Title': 'The Birth House: A Novel', 'Authors': ['Ami McKay'], 'Publisher': 'Harper Perennial', 'Year': '2007', 'Language': 'eng'}",The Birth House: A Novel,Ami McKay
153,0061138010,"{'ISBN-13': '9780061138010', 'Title': 'White Witch, Black Curse', 'Authors': ['Kim Harrison'], 'Publisher': 'Eos', 'Year': '2009', 'Language': 'eng'}","White Witch, Black Curse",Kim Harrison
154,0061138061,"{'ISBN-13': '9780061138065', 'Title': 'Pale Demon', 'Authors': ['Kim Harrison'], 'Publisher': 'Harper Voyager', 'Year': '2011', 'Language': 'eng'}",Pale Demon,Kim Harrison
155,0061146307,"{'ISBN-13': '9780061146305', 'Title': 'The Bad Beginning', 'Authors': ['by Lemony Snicket', 'illustrations by Brett Helquist'], 'Publisher': 'HarperTrophy', 'Year': '2007', 'Language': 'eng'}",The Bad Beginning,by Lemony Snicket
156,0061147931,"{'ISBN-13': '9780061147937', 'Title': 'Heart-Shaped Box', 'Authors': ['Joe Hill'], 'Publisher': 'William Morrow', 'Year': '2007', 'Language': 'eng'}",Heart-Shaped Box,Joe Hill
157,0061147958,"{'ISBN-13': '9780061147951', 'Title': 'Horns', 'Authors': ['Joe Hill'], 'Publisher': 'William Morrow', 'Year': '2010', 'Language': 'eng'}",Horns,Joe Hill
158,0061147974,"{'ISBN-13': '9780061147975', 'Title': '20Th Century Ghosts', 'Authors': ['Joe Hill', 'introduction by Christopher Golden'], 'Publisher': 'William Morrow', 'Year': '2007', 'Language': 'eng'}",20Th Century Ghosts,Joe Hill
159,0061173932,"{'ISBN-13': '9780061173936', 'Title': ""Jesus, Interrupted: Revealing The Hidden Contradictions In The Bible (And Why We Don't Know About Them)"", 'Authors': ['Bart D. Ehrman'], 'Publisher': 'HarperOne', 'Year': '2009', 'Language': 'eng'}","Jesus, Interrupted: Revealing The Hidden Contradictions In The Bible (And Why We Don't Know About Them)",Bart D. Ehrman
160,0061214655,"{'ISBN-13': '9780061214653', 'Title': 'Wicked Lovely', 'Authors': ['Melissa Marr'], 'Publisher': 'HarperTeen', 'Year': '2007', 'Language': 'eng'}",Wicked Lovely,Melissa Marr
161,0061231401,"{'ISBN-13': '9780061231407', 'Title': 'The Doomsday Key: A [Upper Case Greek Letter ""Sigma""] Sigma Force Novel', 'Authors': ['James Rollins'], 'Publisher': 'William Morrow', 'Year': '2009', 'Language': 'eng'}","The Doomsday Key: A [Upper Case Greek Letter ""Sigma""] Sigma Force Novel",James Rollins
162,0061234001,"{'ISBN-13': '9780061234002', 'Title': 'Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything', 'Authors': ['Steven D. Levitt and Stephen J. Dubner'], 'Publisher': 'William Morrow', 'Year': '2006', 'Language': 'eng'}",Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything,Steven D. Levitt and Stephen J. Dubner
163,0061236225,"{'ISBN-13': '9780061236228', 'Title': 'Executive Privilege', 'Authors': ['Phillip Margolin'], 'Publisher': 'HarperCollins', 'Year': '2009', 'Language': 'eng'}",Executive Privilege,Phillip Margolin
164,006124189X,"{'ISBN-13': '9780061241895', 'Title': 'Influence: The Psychology Of Persuasion', 'Authors': ['Robert B. Cialdini'], 'Publisher': 'Collins', 'Year': '2007', 'Language': 'eng'}",Influence: The Psychology Of Persuasion,Robert B. Cialdini
165,0061243582,"{'ISBN-13': '9780061243585', 'Title': 'The Dangerous Book For Boys', 'Authors': ['Conn Iggulden, Hal Iggulden'], 'Publisher': 'Collins', 'Year': '2007', 'Language': 'eng'}",The Dangerous Book For Boys,"Conn Iggulden, Hal Iggulden"
166,0061245089,"{'ISBN-13': '9780061245084', 'Title': 'Halfway To The Grave: A Night Huntress Novel', 'Authors': ['Jeaniene Frost'], 'Publisher': 'Avon Books', 'Year': '2007', 'Language': 'eng'}",Halfway To The Grave: A Night Huntress Novel,Jeaniene Frost
167,0061245097,"{'ISBN-13': '9780061245091', 'Title': 'One Foot In The Grave', 'Authors': ['Jeaniene Frost'], 'Publisher': 'Avon', 'Year': '2008', 'Language': 'eng'}",One Foot In The Grave,Jeaniene Frost
168,0061251348,"{'ISBN-13': '9780061251344', 'Title': 'Deceptively Delicious: Simple Secrets To Get Your Kids Eating Good Food', 'Authors': ['by Jessica Seinfeld', 'photographs by Lisa Hubbard', 'illustrations by Steve Vance', 'design by Headcase Design'], 'Publisher': 'Collins', 'Year': '2007', 'Language': 'eng'}",Deceptively Delicious: Simple Secrets To Get Your Kids Eating Good Food,by Jessica Seinfeld
169,0061256684,"{'ISBN-13': '9780061256684', 'Title': 'Waiter Rant: Thanks For The Tip--Confessions Of A Cynical Waiter', 'Authors': ['the Waiter'], 'Publisher': 'Ecco', 'Year': '2008', 'Language': 'eng'}",Waiter Rant: Thanks For The Tip--Confessions Of A Cynical Waiter,the Waiter
170,0061257052,"{'ISBN-13': '9780061257056', 'Title': 'Very Valentine: A Novel', 'Authors': ['Adriana Trigiani'], 'Publisher': 'HarperCollins Publishers', 'Year': '2009', 'Language': 'eng'}",Very Valentine: A Novel,Adriana Trigiani
171,0061257095,"{'ISBN-13': '9780061257094', 'Title': ""The Shoemaker's Wife: A Novel"", 'Authors': ['Adriana Trigiani'], 'Publisher': 'HarperCollins', 'Year': '2012', 'Language': 'eng'}",The Shoemaker's Wife: A Novel,Adriana Trigiani
172,0061340634,"{'ISBN-13': '9780061340635', 'Title': 'Run: [A Novel]', 'Authors': ['Ann Patchett'], 'Publisher': 'Harper', 'Year': '2007', 'Language': 'eng'}",Run: [A Novel],Ann Patchett
173,0061348155,"{'ISBN-13': '9780061348150', 'Title': 'Crunch Time', 'Authors': ['Diane Mott Davidson'], 'Publisher': 'William Morrow', 'Year': '2011', 'Language': 'eng'}",Crunch Time,Diane Mott Davidson
174,0061348171,"{'ISBN-13': '9780061348174', 'Title': 'The Whole Enchilada', 'Authors': ['Diane Mott Davidson'], 'Publisher': 'William Morrow', 'Year': '2013', 'Language': 'eng'}",The Whole Enchilada,Diane Mott Davidson
175,006135323X,"{'ISBN-13': '9780061353239', 'Title': 'Predictably Irrational: The Hidden Forces That Shape Our Decisions', 'Authors': ['Dan Ariely'], 'Publisher': 'HarperCollins Publishers', 'Year': '2008', 'Language': 'eng'}",Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely
176,0061373311,"{'ISBN-13': '9780061373312', 'Title': 'Pieces Of My Heart: A Life', 'Authors': ['Robert Wagner and Scott Eyman'], 'Publisher': 'HarperEntertainment', 'Year': '2008', 'Language': 'eng'}",Pieces Of My Heart: A Life,Robert Wagner and Scott Eyman
177,0061374229,"{'ISBN-13': '9780061374227', 'Title': 'The Story Of Edgar Sawtelle: A Novel', 'Authors': ['David Wroblewski'], 'Publisher': 'Ecco', 'Year': '2008', 'Language': 'eng'}",The Story Of Edgar Sawtelle: A Novel,David Wroblewski
178,0061438596,"{'ISBN-13': '9780061438592', 'Title': ""Lamb: The Gospel According To Biff, Christ's Childhood Pal"", 'Authors': ['Christopher Moore'], 'Publisher': 'William Morrow', 'Year': '2007', 'Language': 'eng'}","Lamb: The Gospel According To Biff, Christ's Childhood Pal",Christopher Moore
179,0061448761,"{'ISBN-13': '9780061448768', 'Title': 'Gone', 'Authors': ['Michael Grant'], 'Publisher': 'HarperTeen', 'Year': '2008', 'Language': 'eng'}",Gone,Michael Grant
180,0061450545,"{'ISBN-13': '9780061450549', 'Title': 'The Summoning', 'Authors': ['Kelley Armstrong'], 'Publisher': 'HarperCollins Publishers', 'Year': '2009', 'Language': 'eng'}",The Summoning,Kelley Armstrong
181,0061458031,"{'ISBN-13': '9780061458033', 'Title': 'These Is My Words: The Diary Of Sarah Agnes Prine, 1881-1901: Arizona Territories: A Novel', 'Authors': ['Nancy E. Turner'], 'Publisher': 'Harper Perennial', 'Year': '1999', 'Language': 'eng'}","These Is My Words: The Diary Of Sarah Agnes Prine, 1881-1901: Arizona Territories: A Novel",Nancy E. Turner
182,0061458570,"{'ISBN-13': '9780061458576', 'Title': 'Big Brother: A Novel', 'Authors': ['Lionel Shriver'], 'Publisher': 'Harper', 'Year': '2013', 'Language': 'eng'}",Big Brother: A Novel,Lionel Shriver
183,0061474096,"{'ISBN-13': '9780061474095', 'Title': 'Anathem', 'Authors': ['Neal Stephenson'], 'Publisher': 'William Morrow', 'Year': '2008', 'Language': 'eng'}",Anathem,Neal Stephenson
184,006149190X,"{'ISBN-13': '9780061491900', 'Title': 'Just Like Heaven', 'Authors': ['Julia Quinn'], 'Publisher': 'Avon', 'Year': '2011', 'Language': 'eng'}",Just Like Heaven,Julia Quinn
185,0061537934,"{'ISBN-13': '9780061537936', 'Title': 'The Art Of Racing In The Rain: A Novel', 'Authors': ['Garth Stein'], 'Publisher': 'Harper', 'Year': '2008', 'Language': 'eng'}",The Art Of Racing In The Rain: A Novel,Garth Stein
186,0061558222,"{'ISBN-13': '9780061558221', 'Title': 'The Fall', 'Authors': ['Guillermo Del Toro and Chuck Hogan'], 'Publisher': 'William Morrow', 'Year': '2010', 'Language': 'eng'}",The Fall,Guillermo Del Toro and Chuck Hogan
187,0061558230,"{'ISBN-13': '9780061558238', 'Title': 'The Strain', 'Authors': ['Guillermo Del Toro', 'Chuck Hogan'], 'Publisher': 'William Morrow', 'Year': '2009', 'Language': 'eng'}",The Strain,Guillermo Del Toro
188,0061583073,"{'ISBN-13': '9780061583070', 'Title': ""At Grave's End"", 'Authors': ['Jeaniene Frost'], 'Publisher': 'HarperCollins', 'Year': '2009', 'Language': 'eng'}",At Grave's End,Jeaniene Frost
189,0061583227,"{'ISBN-13': '9780061583223', 'Title': 'First Drop Of Crimson', 'Authors': ['Jeaniene Frost'], 'Publisher': 'Avon', 'Year': '2010', 'Language': 'eng'}",First Drop Of Crimson,Jeaniene Frost
